zipcode,major_city,radius_in_miles,population,population_density,housing_units,occupied_housing_units,median_home_value,median_household_income
17842,Middleburg,9.0,8910,108.0,3687,3439,121800.0,45859.0
13365,Little Falls,18.0,8906,66.0,4424,3685,85000.0,43425.0
07874,Stanhope,5.0,8905,704.0,3347,3194,259400.0,93777.0
20736,Owings,5.0,8904,349.0,3037,2940,436800.0,114539.0
49078,Otsego,8.0,8902,185.0,3752,3488,117700.0,49363.0
64078,Peculiar,7.0,8902,160.0,3454,3254,169200.0,69360.0
77612,Buna,18.0,8901,26.0,3860,3431,87000.0,50144.0
13037,Chittenango,9.0,8897,217.0,3727,3503,124800.0,62214.0
91978,Spring Valley,2.0,8896,1390.0,3159,3024,344400.0,69601.0
44703,Canton,0.9090909090909091,8895,8117.0,4750,3765,76600.0,24739.0
17236,Mercersburg,12.0,8895,72.0,3738,3341,180900.0,54808.0
01863,North Chelmsford,2.0,8891,1923.0,3958,3786,289400.0,81160.0
13224,Syracuse,2.0,8891,2984.0,3968,3754,147400.0,54196.0
47872,Rockville,14.0,8890,52.0,4081,2974,101900.0,46780.0
44270,Rittman,4.0,8890,425.0,3674,3437,113600.0,49835.0
97378,Sheridan,19.0,8882,77.0,2749,2521,168300.0,42892.0
99835,Sitka,117.0,8880,5.0,4085,3544,323200.0,69405.0
18651,Plymouth,4.0,8880,736.0,4519,3797,82100.0,34250.0
22060,Fort Belvoir,3.0,8878,682.0,2928,2614,500900.0,78506.0
01590,Sutton,5.0,8875,277.0,3360,3179,360800.0,110658.0
15074,Rochester,5.0,8874,593.0,4119,3737,89800.0,47740.0
42743,Greensburg,12.0,8869,43.0,4240,3667,72200.0,33784.0
35620,Elkmont,12.0,8868,81.0,3628,3317,111800.0,43605.0
62837,Fairfield,9.0,8867,54.0,4356,3935,77100.0,38603.0
34242,Sarasota,4.0,8865,2463.0,10854,4710,563400.0,79833.0
07981,Whippany,2.0,8865,1314.0,3580,3452,466300.0,106250.0
77554,Galveston,12.0,8863,250.0,9546,3935,247800.0,64583.0
86327,Dewey,15.0,8858,44.0,5138,4017,151900.0,47116.0
75442,Farmersville,10.0,8858,84.0,3459,3137,113100.0,52080.0
95988,Willows,15.0,8857,29.0,3543,3198,218900.0,47184.0
48617,Clare,12.0,8857,64.0,3976,3453,104000.0,37963.0
37381,Spring City,12.0,8855,64.0,4779,3637,117200.0,42913.0
52748,Eldridge,9.0,8850,214.0,3484,3337,183000.0,60392.0
21032,Crownsville,4.0,8848,502.0,3488,3279,449400.0,116847.0
48750,Oscoda,15.0,8846,92.0,6867,4096,82900.0,34080.0
92310,Fort Irwin,1.0,8845,2871.0,2487,2371,,49778.0
88345,Ruidoso,7.0,8845,268.0,9457,4159,160500.0,47769.0
35956,Boaz,10.0,8842,120.0,3741,3364,109500.0,46844.0
95726,Pollock Pines,13.0,8842,119.0,4605,3642,223300.0,55526.0
55042,Lake Elmo,4.0,8840,361.0,3126,3021,372600.0,104444.0
21797,Woodbine,9.0,8839,204.0,3079,2944,536400.0,125375.0
13367,Lowville,23.0,8830,19.0,4313,3368,126000.0,47716.0
39573,Perkinston,26.0,8828,22.0,3566,3041,93800.0,44573.0
63144,Saint Louis,1.0,8825,3754.0,4775,4484,185800.0,68367.0
04444,Hampden,10.0,8824,128.0,3694,3488,173400.0,73524.0
26155,New Martinsville,5.0,8823,75.0,4311,3747,90700.0,42823.0
99022,Medical Lake,11.0,8820,128.0,3344,3104,188200.0,54815.0
24175,Troutville,10.0,8818,123.0,3645,3385,242100.0,70671.0
18708,Shavertown,5.0,8817,534.0,3705,3517,170000.0,75254.0
35079,Hayden,13.0,8810,83.0,3626,3274,111900.0,47599.0
24416,Buena Vista,9.0,8807,158.0,3887,3466,119700.0,36364.0
04915,Belfast,10.0,8806,121.0,4744,3935,161900.0,33925.0
92241,Desert Hot Springs,46.0,8803,64.0,6283,3866,57000.0,37279.0
64085,Richmond,12.0,8803,52.0,4004,3549,114800.0,47038.0
08833,Lebanon,7.0,8796,264.0,3375,3214,479800.0,135259.0
31320,Midway,14.0,8794,76.0,4334,3389,149600.0,49864.0
13214,Syracuse,2.0,8793,2405.0,3327,3160,151900.0,62386.0
35051,Columbiana,9.0,8787,81.0,3341,2997,143800.0,36601.0
04086,Topsham,6.0,8787,273.0,4170,3722,212900.0,61607.0
37190,Woodbury,11.0,8787,60.0,3863,3522,119000.0,40549.0
76085,Weatherford,7.0,8787,138.0,3452,3182,131700.0,60291.0
03281,Weare,7.0,8785,149.0,3466,3128,240400.0,86674.0
75009,Celina,9.0,8785,92.0,3074,2812,190500.0,87581.0
08022,Columbus,5.0,8783,399.0,3572,3432,312200.0,87353.0
44311,Akron,1.0,8782,4600.0,3847,2949,58800.0,15945.0
29322,Campobello,8.0,8781,150.0,3729,3384,127500.0,44269.0
98252,Granite Falls,40.0,8777,33.0,3736,3272,226900.0,70726.0
03874,Seabrook,4.0,8776,982.0,4660,3753,276800.0,54167.0
78576,Penitas,9.0,8775,228.0,2236,2025,50000.0,28853.0
45692,Wellston,9.0,8773,107.0,3935,3461,81000.0,33750.0
24251,Gate City,12.0,8773,74.0,4417,3804,96600.0,40417.0
25304,Charleston,4.0,8773,858.0,4150,3821,174500.0,54144.0
75706,Tyler,9.0,8771,117.0,3199,2879,62300.0,39697.0
29040,Dalzell,8.0,8767,156.0,3656,3288,109300.0,51056.0
46819,Fort Wayne,6.0,8765,342.0,4020,3654,100800.0,46016.0
78733,Austin,3.0,8762,765.0,3122,2932,487900.0,122860.0
31201,Macon,4.0,8761,823.0,4552,3666,91200.0,18642.0
36089,Union Springs,17.0,8760,27.0,3274,2807,67700.0,28627.0
22611,Berryville,8.0,8757,108.0,3676,3354,348100.0,76319.0
72560,Mountain View,17.0,8754,27.0,4886,3819,94000.0,29731.0
22664,Woodstock,6.0,8753,175.0,4013,3513,226100.0,43951.0
33540,Zephyrhills,6.0,8752,250.0,4826,3639,85100.0,43203.0
55352,Jordan,10.0,8751,131.0,3153,3012,248700.0,86228.0
62207,East Saint Louis,3.0,8750,1313.0,3857,3310,48700.0,19212.0
55439,Minneapolis,2.0,8750,1814.0,3697,3411,451100.0,104211.0
27301,Mc Leansville,8.0,8750,262.0,3569,3299,150800.0,57248.0
54929,Clintonville,12.0,8746,73.0,4301,3657,119300.0,42349.0
85355,Waddell,8.0,8745,249.0,3060,2733,258600.0,75625.0
94574,Saint Helena,12.0,8742,68.0,4406,3635,919800.0,83551.0
02460,Newtonville,1.0,8742,6504.0,3774,3609,640800.0,102276.0
30187,Winston,7.0,8740,254.0,3305,3067,168400.0,64328.0
45214,Cincinnati,2.0,8738,3841.0,5088,3730,57300.0,15413.0
54923,Berlin,11.0,8733,65.0,3983,3573,128100.0,47045.0
10923,Garnerville,1.0,8732,4440.0,3081,2940,360300.0,88047.0
15367,Venetia,3.0,8731,948.0,2970,2863,343600.0,113560.0
78669,Spicewood,10.0,8731,63.0,4752,3623,301000.0,83024.0
93926,Gonzales,8.0,8726,147.0,2153,2056,210400.0,50933.0
33841,Fort Meade,11.0,8722,55.0,3611,3009,80700.0,44029.0
65622,Buffalo,16.0,8716,54.0,3980,3436,96000.0,42058.0
68410,Nebraska City,11.0,8716,57.0,3859,3495,111200.0,47764.0
31643,Quitman,13.0,8709,33.0,4142,3367,107500.0,36411.0
76661,Marlin,11.0,8708,54.0,3390,2708,54600.0,28346.0
42748,Hodgenville,11.0,8706,66.0,3747,3473,102100.0,37573.0
70647,Iowa,13.0,8703,48.0,3399,3109,123100.0,53397.0
49240,Grass Lake,11.0,8703,82.0,3725,3267,173600.0,66778.0
28467,Calabash,4.0,8703,484.0,6519,4271,199300.0,44597.0
55810,Duluth,8.0,8702,169.0,3714,3508,156800.0,62065.0
72927,Booneville,17.0,8701,28.0,3842,3308,87000.0,34621.0
43019,Fredericktown,11.0,8700,82.0,3436,3202,133800.0,60690.0
22172,Triangle,7.0,8699,689.0,3361,3033,377700.0,62042.0
01151,Indian Orchard,2.0,8698,3672.0,3699,3369,152700.0,30043.0
00925,San Juan,0.5113636363636364,8696,19448.0,5413,4001,,
84701,Richfield,32.0,8692,32.0,3447,2959,159200.0,44973.0
32222,Jacksonville,3.0,8691,753.0,3575,3021,148500.0,62106.0
32409,Panama City,13.0,8691,115.0,3820,3284,125100.0,50461.0
14204,Buffalo,2.0,8691,4839.0,5000,4117,61000.0,23259.0
11565,Malverne,0.9659090909090909,8690,7785.0,3213,3143,446300.0,117500.0
78003,Bandera,14.0,8689,38.0,4653,3656,125000.0,43780.0
66617,Topeka,8.0,8688,207.0,3538,3270,150000.0,64518.0
28713,Bryson City,21.0,8686,64.0,5896,3721,142600.0,43855.0
35654,Russellville,11.0,8685,61.0,3667,3255,85400.0,38032.0
94572,Rodeo,3.0,8684,2000.0,3130,2914,294700.0,64756.0
32448,Marianna,11.0,8684,47.0,4354,3601,86800.0,25676.0
38344,Huntingdon,11.0,8684,54.0,3996,3513,86400.0,32979.0
75704,Tyler,7.0,8684,129.0,3499,3124,85200.0,39527.0
24013,Roanoke,1.0,8684,3842.0,3609,3124,83900.0,30213.0
52205,Anamosa,12.0,8682,73.0,3442,3196,137100.0,54877.0
87048,Corrales,4.0,8682,807.0,3959,3671,414200.0,80739.0
13036,Central Square,8.0,8680,178.0,3723,3448,121200.0,56056.0
10706,Hastings On Hudson,2.0,8679,2999.0,3621,3363,660700.0,125960.0
43906,Bellaire,5.0,8678,269.0,4243,3688,76800.0,34176.0
10579,Putnam Valley,6.0,8675,265.0,3551,3073,377200.0,102188.0
29670,Pendleton,9.0,8673,157.0,4249,3724,124800.0,37140.0
77518,Bacliff,2.0,8673,3158.0,3427,3022,78800.0,40612.0
45123,Greenfield,11.0,8671,88.0,3751,3280,88100.0,33649.0
07656,Park Ridge,2.0,8669,3337.0,3440,3294,526100.0,104651.0
71671,Warren,13.0,8665,47.0,4115,3565,64200.0,30439.0
36264,Heflin,19.0,8659,37.0,3892,3428,87300.0,33399.0
30666,Statham,7.0,8659,236.0,3391,3071,140000.0,53627.0
08225,Northfield,2.0,8659,1389.0,3322,3174,244600.0,65511.0
52060,Maquoketa,11.0,8658,55.0,3988,3714,91200.0,39572.0
31052,Lizella,7.0,8652,123.0,3536,3310,147600.0,65333.0
29829,Graniteville,6.0,8651,263.0,3633,3237,126800.0,45637.0
50644,Independence,10.0,8648,61.0,3892,3505,127200.0,58016.0
81201,Salida,17.0,8645,19.0,4742,4003,260000.0,42485.0
53168,Salem,5.0,8643,246.0,3709,3300,186500.0,69907.0
80549,Wellington,15.0,8642,42.0,3201,3043,213500.0,72481.0
49329,Howard City,11.0,8641,106.0,3573,3136,96100.0,46217.0
31901,Columbus,2.0,8638,1941.0,4155,3505,154900.0,14504.0
19137,Philadelphia,1.0,8638,3588.0,3515,3279,127600.0,43522.0
37185,Waverly,19.0,8638,37.0,4391,3555,111200.0,38089.0
93644,Oakhurst,10.0,8637,93.0,4431,3668,253900.0,43376.0
91935,Jamul,10.0,8624,89.0,3101,2942,503900.0,86406.0
00911,San Juan,0.7954545454545454,8623,17931.0,6096,4491,,
85390,Wickenburg,30.0,8621,15.0,4844,3857,219000.0,41622.0
28166,Troutman,5.0,8619,299.0,3836,3334,169200.0,52220.0
13035,Cazenovia,9.0,8617,115.0,3542,3168,198800.0,65556.0
75650,Hallsville,11.0,8611,69.0,3335,3098,136400.0,59274.0
27048,Stoneville,8.0,8609,104.0,3792,3406,91200.0,40998.0
28174,Wingate,7.0,8608,239.0,2905,2650,128700.0,48077.0
55115,Saint Paul,4.0,8607,1283.0,3255,3156,327100.0,96088.0
72370,Osceola,12.0,8606,76.0,3717,3282,75000.0,35230.0
01220,Adams,5.0,8603,350.0,4434,3962,151100.0,40443.0
30740,Rocky Face,6.0,8600,169.0,3468,3139,146000.0,58553.0
14472,Honeoye Falls,9.0,8598,197.0,3469,3319,231300.0,91477.0
19311,Avondale,4.0,8584,682.0,2729,2620,344100.0,93628.0
83672,Weiser,33.0,8583,14.0,3631,3328,117200.0,38605.0
54942,Greenville,4.0,8580,416.0,3058,3000,216200.0,89013.0
25143,Nitro,3.0,8579,979.0,4134,3798,91300.0,47793.0
78839,Crystal City,14.0,8578,24.0,3011,2594,38800.0,25560.0
00704,Aguirre,4.0,8577,1759.0,3871,3102,,
68434,Seward,12.0,8576,54.0,3468,3152,146200.0,59412.0
07716,Atlantic Highlands,2.0,8574,1740.0,3793,3548,404800.0,84428.0
99005,Colbert,8.0,8574,216.0,2974,2858,281600.0,90000.0
76078,Rhome,8.0,8572,128.0,3200,2878,111700.0,64280.0
63334,Bowling Green,13.0,8569,49.0,2831,2519,97100.0,38921.0
37641,Chuckey,16.0,8567,94.0,3890,3442,96900.0,38938.0
43764,New Lexington,8.0,8566,142.0,3501,3219,91400.0,37334.0
46767,Ligonier,8.0,8564,123.0,2836,2541,102800.0,43340.0
34429,Crystal River,8.0,8563,212.0,5439,3968,135400.0,47942.0
03235,Franklin,7.0,8562,289.0,3967,3434,166900.0,41828.0
07930,Chester,5.0,8559,335.0,3022,2893,653200.0,149241.0
28771,Robbinsville,13.0,8558,31.0,5404,3554,122600.0,34081.0
71019,Coushatta,17.0,8555,26.0,3827,3264,79200.0,37588.0
10920,Congers,2.0,8554,2049.0,3012,2906,435500.0,94526.0
08801,Annandale,5.0,8551,524.0,3039,2917,425500.0,114050.0
39823,Blakely,16.0,8550,24.0,3757,3243,85200.0,29473.0
44683,Uhrichsville,9.0,8550,125.0,3795,3396,69600.0,34218.0
65453,Cuba,15.0,8548,62.0,4349,3506,107000.0,35580.0
45050,Monroe,2.0,8548,1148.0,3436,3276,156400.0,66682.0
60042,Island Lake,2.0,8547,1868.0,3309,3163,169000.0,66808.0
65781,Willard,9.0,8543,120.0,3365,3126,131100.0,48082.0
55328,Delano,8.0,8541,192.0,3211,3055,245200.0,81491.0
54457,Nekoosa,17.0,8539,63.0,6012,3632,135400.0,47982.0
30662,Royston,9.0,8537,107.0,3828,3297,111200.0,31680.0
07626,Cresskill,2.0,8537,4152.0,3103,2991,503700.0,99306.0
74743,Hugo,11.0,8537,39.0,4163,3512,74700.0,28944.0
27045,Rural Hall,5.0,8536,368.0,3828,3481,137400.0,51620.0
19933,Bridgeville,9.0,8535,135.0,3441,3104,216800.0,49935.0
30554,Lula,9.0,8535,117.0,3431,3096,131800.0,49455.0
29824,Edgefield,14.0,8535,38.0,2994,2594,108700.0,34393.0
01057,Monson,6.0,8534,190.0,3470,3306,240700.0,64747.0
28904,Hayesville,15.0,8533,45.0,5936,3783,160700.0,37250.0
54140,Little Chute,2.0,8533,2694.0,3580,3435,139200.0,58247.0
19565,Wernersville,5.0,8531,447.0,3497,3364,173100.0,56201.0
48746,Millington,10.0,8528,105.0,3487,3216,106900.0,47939.0
11792,Wading River,3.0,8523,866.0,3240,2889,434800.0,119137.0
39540,Diberville,2.0,8522,1854.0,3940,3488,121400.0,45245.0
70466,Tickfaw,6.0,8512,270.0,3466,3177,113200.0,40440.0
63040,Grover,3.0,8512,1877.0,3100,2985,275400.0,108655.0
03825,Barrington,7.0,8512,184.0,3635,3203,255900.0,81536.0
50707,Evansdale,3.0,8509,881.0,3603,3432,104300.0,44227.0
12043,Cobleskill,10.0,8509,138.0,3498,3140,156700.0,49589.0
53536,Evansville,9.0,8503,90.0,3456,3260,172900.0,64278.0
94930,Fairfax,8.0,8500,534.0,4023,3798,684700.0,89306.0
01516,Douglas,5.0,8500,231.0,3306,3012,298700.0,82831.0
33762,Clearwater,3.0,8499,1163.0,3151,2784,165200.0,58714.0
18229,Jim Thorpe,11.0,8498,137.0,4636,3455,179500.0,58315.0
77094,Houston,3.0,8498,754.0,3189,2924,295200.0,146518.0
47553,Loogootee,15.0,8495,61.0,3421,3135,98900.0,44424.0
50022,Atlantic,14.0,8494,51.0,3975,3679,91800.0,40703.0
65712,Mount Vernon,10.0,8494,70.0,3608,3276,99900.0,43116.0
08270,Woodbine,10.0,8492,73.0,3354,2871,266900.0,69083.0
77625,Kountze,13.0,8489,27.0,3594,3230,92700.0,45515.0
16055,Sarver,6.0,8486,218.0,3455,3268,165400.0,63526.0
99349,Mattawa,21.0,8483,32.0,2430,1912,128800.0,44859.0
10589,Somers,3.0,8475,1060.0,3972,3771,457200.0,98462.0
30633,Danielsville,8.0,8474,85.0,3578,3195,127600.0,41074.0
31820,Midland,7.0,8473,212.0,3043,2934,268200.0,101193.0
17931,Frackville,3.0,8472,810.0,2676,2249,79300.0,41091.0
94931,Cotati,3.0,8470,1333.0,3677,3481,387600.0,66111.0
62049,Hillsboro,9.0,8470,100.0,3035,2711,89000.0,48026.0
47394,Winchester,9.0,8470,70.0,3799,3400,79400.0,42837.0
01069,Palmer,6.0,8469,302.0,3779,3519,198700.0,53417.0
44028,Columbia Station,5.0,8467,255.0,3234,3107,180800.0,69007.0
53555,Lodi,10.0,8465,106.0,4127,3293,235800.0,69850.0
37877,Talbott,6.0,8464,328.0,3614,3356,127300.0,42750.0
45810,Ada,7.0,8460,135.0,2926,2673,120900.0,39559.0
02191,North Weymouth,2.0,8457,4178.0,3763,3600,316300.0,65365.0
70392,Patterson,18.0,8456,275.0,3446,3156,111800.0,50748.0
53821,Prairie Du Chien,14.0,8456,82.0,4131,3427,115500.0,41307.0
61834,Danville,13.0,8454,79.0,2809,2623,112700.0,48887.0
97487,Veneta,12.0,8449,112.0,3382,3215,198400.0,47823.0
26070,Wellsburg,6.0,8441,228.0,3895,3578,80400.0,40653.0
08066,Paulsboro,3.0,8437,1710.0,3863,3482,145100.0,45717.0
48457,Montrose,8.0,8436,192.0,3304,3060,101000.0,42466.0
75167,Waxahachie,11.0,8436,86.0,2808,2652,176300.0,76207.0
08848,Milford,7.0,8435,253.0,3317,3156,370500.0,102852.0
90211,Beverly Hills,0.6818181818181818,8434,12042.0,4052,3706,1000001.0,68589.0
47882,Sullivan,12.0,8430,59.0,3904,3459,80400.0,40625.0
01230,Great Barrington,11.0,8430,92.0,4633,3479,351100.0,51467.0
48461,North Branch,9.0,8428,101.0,3197,2927,112800.0,48924.0
54665,Viroqua,14.0,8427,48.0,3943,3521,136100.0,42143.0
42064,Marion,17.0,8421,28.0,4090,3402,70100.0,33622.0
91020,Montrose,0.7954545454545454,8415,11185.0,3586,3385,515400.0,63250.0
67110,Mulvane,7.0,8415,160.0,3303,3119,125500.0,67302.0
57042,Madison,14.0,8415,41.0,3845,3381,113700.0,47978.0
22712,Bealeton,8.0,8415,232.0,3013,2819,233100.0,76013.0
53948,Mauston,12.0,8414,57.0,4294,3423,118700.0,45294.0
65737,Reeds Spring,11.0,8413,99.0,5212,3562,163500.0,41518.0
38574,Monterey,11.0,8413,49.0,3749,3186,98800.0,29782.0
76520,Cameron,15.0,8413,28.0,3796,3210,79600.0,36259.0
02857,North Scituate,6.0,8412,202.0,3413,3260,287600.0,76775.0
39202,Jackson,2.0,8411,2286.0,4281,3699,152600.0,32411.0
62274,Pinckneyville,12.0,8410,60.0,2894,2572,90300.0,46516.0
70359,Gray,6.0,8408,883.0,3133,2877,111600.0,46577.0
38851,Houston,13.0,8408,38.0,3568,3151,64800.0,32692.0
79401,Lubbock,1.0,8408,3055.0,3974,3394,76100.0,13450.0
48356,Highland,4.0,8407,593.0,3434,3160,173700.0,66232.0
49327,Grant,13.0,8406,91.0,3489,2947,113600.0,48913.0
07762,Spring Lake,1.0,8403,2997.0,5480,3975,649400.0,73986.0
02673,West Yarmouth,4.0,8402,841.0,6677,3831,280900.0,55204.0
08810,Dayton,3.0,8401,1159.0,2830,2765,376100.0,108283.0
29330,Cowpens,6.0,8401,232.0,3630,3258,81800.0,35486.0
37825,New Tazewell,9.0,8399,97.0,4113,3427,92800.0,31951.0
42262,Oak Grove,7.0,8396,233.0,3720,3105,94300.0,35997.0
36732,Demopolis,13.0,8395,66.0,3910,3458,144500.0,36649.0
89519,Reno,4.0,8392,1077.0,3858,3560,429400.0,117975.0
08078,Runnemede,2.0,8385,4151.0,3512,3335,179300.0,56036.0
31411,Savannah,12.0,8384,397.0,4376,3888,474800.0,106979.0
60069,Lincolnshire,2.0,8384,1237.0,3830,3422,474800.0,104196.0
39525,Diamondhead,3.0,8383,785.0,4282,3568,165000.0,68161.0
30145,Kingston,9.0,8378,105.0,3077,2811,132100.0,59931.0
18088,Walnutport,5.0,8375,432.0,3559,3341,191000.0,61140.0
06374,Plainfield,5.0,8373,324.0,3341,3107,181000.0,67434.0
07624,Closter,2.0,8373,2646.0,2860,2747,678000.0,119606.0
11558,Island Park,1.0,8370,5590.0,3099,2916,442400.0,77056.0
27589,Warrenton,14.0,8370,48.0,4027,3334,82500.0,32521.0
98629,La Center,7.0,8364,216.0,3038,2871,287100.0,74724.0
30536,Ellijay,11.0,8363,54.0,4694,3385,158800.0,42138.0
08090,Wenonah,1.0,8358,3261.0,3113,2968,210400.0,83086.0
19938,Clayton,6.0,8357,171.0,3115,2940,231000.0,68737.0
39842,Dawson,12.0,8357,29.0,3578,3118,77800.0,31127.0
22815,Broadway,12.0,8355,116.0,3660,3320,175200.0,51949.0
80433,Conifer,10.0,8354,102.0,3767,3384,350100.0,97083.0
62626,Carlinville,11.0,8354,49.0,3716,3404,95800.0,52331.0
01607,Worcester,2.0,8351,2638.0,3850,3506,189300.0,45152.0
04096,Yarmouth,5.0,8349,625.0,3819,3522,365400.0,74310.0
35907,Gadsden,4.0,8345,375.0,3487,3226,154000.0,70147.0
73086,Sulphur,13.0,8345,47.0,4304,3291,83500.0,42393.0
11096,Inwood,1.0,8344,6827.0,2702,2536,384800.0,48538.0
28090,Lawndale,10.0,8342,89.0,3704,3318,90600.0,39339.0
37861,Rutledge,9.0,8340,83.0,4101,3306,90300.0,33448.0
96771,Mountain View,0.11363636363636363,8339,91.0,3660,3149,170300.0,28771.0
46574,Walkerton,10.0,8339,89.0,3958,3200,112200.0,45515.0
92655,Midway City,0.625,8337,13220.0,2477,2337,364300.0,45577.0
29127,Prosperity,10.0,8333,81.0,4757,3478,164100.0,54910.0
55079,Stacy,8.0,8329,136.0,3188,3017,203600.0,69357.0
15204,Pittsburgh,2.0,8329,4466.0,4017,3498,66400.0,37041.0
16417,Girard,9.0,8329,179.0,3516,3354,117000.0,50101.0
53177,Sturtevant,7.0,8329,305.0,2807,2638,150100.0,56886.0
65625,Cassville,12.0,8328,53.0,3750,3241,107000.0,41904.0
68333,Crete,11.0,8327,72.0,2995,2743,103700.0,40272.0
76084,Venus,9.0,8327,164.0,2569,2348,85700.0,54599.0
74848,Holdenville,15.0,8326,33.0,3358,2767,67300.0,34610.0
67052,Goddard,6.0,8325,161.0,2924,2766,165900.0,67219.0
06779,Oakville,2.0,8324,2605.0,3531,3342,210600.0,66783.0
42437,Morganfield,15.0,8324,48.0,3104,2839,88000.0,40726.0
03276,Tilton,7.0,8324,211.0,3788,3280,181300.0,58449.0
85929,Lakeside,18.0,8322,138.0,5843,3310,160100.0,44989.0
39652,Magnolia,15.0,8315,47.0,3751,3113,63400.0,26345.0
36401,Evergreen,20.0,8314,18.0,4404,3488,69300.0,22131.0
18518,Old Forge,2.0,8313,2057.0,4040,3734,132900.0,49347.0
44231,Garrettsville,6.0,8308,169.0,3415,3136,152200.0,49814.0
59330,Glendive,31.0,8307,7.0,3806,3452,127900.0,51500.0
44115,Cleveland,1.0,8307,3757.0,3730,3307,85200.0,12457.0
06339,Ledyard,4.0,8302,309.0,3319,3101,265200.0,81368.0
35962,Crossville,8.0,8300,105.0,3197,2827,83600.0,36730.0
45660,Peebles,15.0,8297,42.0,3594,3153,89700.0,34067.0
30510,Alto,6.0,8291,185.0,2690,2386,108800.0,36926.0
30290,Tyrone,4.0,8286,464.0,3041,2890,236000.0,86627.0
92250,Holtville,19.0,8285,20.0,2828,2569,137600.0,41133.0
01952,Salisbury,4.0,8283,537.0,4550,3441,318900.0,72131.0
08850,Milltown,2.0,8281,3374.0,3182,3071,358300.0,97120.0
16226,Ford City,8.0,8279,143.0,4197,3654,82200.0,40519.0
43449,Oak Harbor,14.0,8278,98.0,4288,3334,127000.0,51891.0
40069,Springfield,13.0,8276,43.0,3520,3176,105600.0,41016.0
71263,Oak Grove,12.0,8275,40.0,3681,3279,69100.0,33203.0
14482,Le Roy,7.0,8275,141.0,3647,3376,112800.0,55470.0
48120,Dearborn,3.0,8274,2596.0,2914,2610,118900.0,48333.0
53551,Lake Mills,8.0,8273,196.0,3908,3322,176200.0,57544.0
41139,Flatwoods,3.0,8271,1360.0,3668,3393,86500.0,40292.0
97370,Philomath,21.0,8271,57.0,3357,3176,240000.0,59040.0
36853,Dadeville,16.0,8269,46.0,5982,3498,123300.0,45688.0
49404,Coopersville,9.0,8269,133.0,3214,3003,139500.0,56798.0
63088,Valley Park,3.0,8269,1385.0,4018,3733,178800.0,60471.0
71667,Star City,13.0,8267,26.0,3561,3145,66200.0,32024.0
98327,Dupont,4.0,8267,1204.0,3271,3050,301000.0,83171.0
17316,East Berlin,6.0,8266,198.0,3316,3057,195500.0,64172.0
18801,Montrose,12.0,8266,51.0,4166,3369,153900.0,49944.0
02762,Plainville,3.0,8264,751.0,3482,3303,331700.0,77109.0
26164,Ravenswood,10.0,8262,77.0,3833,3429,88900.0,38556.0
36551,Loxley,7.0,8258,127.0,3246,2917,156300.0,43537.0
03052,Litchfield,5.0,8258,553.0,2909,2825,287400.0,103182.0
18210,Albrightsville,8.0,8258,264.0,5992,3174,175300.0,52460.0
48015,Center Line,1.0,8257,4834.0,3920,3632,65700.0,30752.0
08884,Spotswood,1.0,8257,3642.0,3242,3128,292900.0,76681.0
54944,Hortonville,8.0,8257,122.0,3161,2986,185200.0,73920.0
18034,Center Valley,4.0,8256,728.0,2791,2663,293500.0,87063.0
36323,Elba,13.0,8255,36.0,3849,3319,85500.0,35658.0
29160,Swansea,14.0,8255,70.0,3710,3252,96000.0,51594.0
78002,Atascosa,5.0,8255,199.0,2813,2520,126600.0,48545.0
53086,Slinger,4.0,8255,384.0,3390,3184,228400.0,71692.0
23970,South Hill,12.0,8254,68.0,3918,3489,119600.0,42582.0
19975,Selbyville,7.0,8253,303.0,6664,3600,306700.0,53023.0
44230,Doylestown,4.0,8252,480.0,3357,3179,144200.0,51944.0
33966,Fort Myers,3.0,8251,942.0,5229,3573,194800.0,70990.0
50273,Winterset,13.0,8251,41.0,3505,3201,165600.0,51113.0
40447,Mc Kee,13.0,8251,33.0,4139,3446,55200.0,25144.0
24171,Stuart,12.0,8250,41.0,4362,3640,100800.0,34048.0
51250,Sioux Center,10.0,8249,115.0,2719,2595,164400.0,63268.0
15683,Scottdale,4.0,8248,529.0,3805,3532,103600.0,44102.0
75657,Jefferson,23.0,8246,25.0,4705,3538,79600.0,33108.0
31055,Mc Rae,10.0,8245,61.0,3353,2645,59500.0,29295.0
06234,Brooklyn,5.0,8244,269.0,3247,3001,238400.0,59488.0
64759,Lamar,14.0,8244,31.0,3662,3264,88800.0,45781.0
15131,Mckeesport,3.0,8240,1131.0,4044,3762,97900.0,47673.0
37322,Decatur,12.0,8239,62.0,3692,3221,96600.0,36441.0
29927,Hardeeville,17.0,8237,42.0,3412,2897,111000.0,39450.0
61341,Marseilles,11.0,8234,91.0,3656,3204,138400.0,49519.0
65459,Dixon,15.0,8233,35.0,3724,3205,108700.0,50963.0
49646,Kalkaska,17.0,8229,37.0,5843,3376,97200.0,39481.0
44405,Campbell,2.0,8229,2343.0,3971,3389,71300.0,32835.0
81122,Bayfield,23.0,8228,16.0,4430,3292,286400.0,64213.0
52057,Manchester,12.0,8222,59.0,3752,3385,119600.0,53828.0
02540,Falmouth,5.0,8221,767.0,6605,4112,491900.0,59858.0
17038,Jonestown,10.0,8219,114.0,3292,3141,169300.0,65464.0
77611,Bridge City,7.0,8219,341.0,3785,3116,138500.0,63640.0
