zipcode,major_city,radius_in_miles,population,population_density,housing_units,occupied_housing_units,median_home_value,median_household_income
01603,Worcester,2.0,19916,4412.0,7950,7289,188700.0,48183.0
49315,Byron Center,8.0,19915,372.0,7573,7184,178600.0,64696.0
02888,Warwick,3.0,19912,3358.0,8889,8402,197500.0,57659.0
06488,Southbury,6.0,19904,510.0,9091,8213,322400.0,73341.0
72223,Little Rock,8.0,19890,332.0,8435,7904,323000.0,78378.0
98407,Tacoma,3.0,19885,3536.0,9427,8765,292200.0,66833.0
32952,Merritt Island,11.0,19881,1607.0,9614,8385,202300.0,64256.0
53913,Baraboo,11.0,19881,151.0,9424,8400,151300.0,48276.0
12508,Beacon,5.0,19880,1365.0,7703,7218,247500.0,62792.0
49091,Sturgis,9.0,19872,228.0,8794,7469,113000.0,40714.0
80904,Colorado Springs,3.0,19867,2084.0,11028,10013,209700.0,44834.0
50703,Waterloo,11.0,19863,212.0,8605,7752,75400.0,33184.0
11726,Copiague,2.0,19857,7732.0,6355,6037,315300.0,73164.0
96821,Honolulu,2.0,19856,1721.0,7295,6985,888500.0,110842.0
60805,Evergreen Park,1.0,19852,5827.0,7559,7192,197300.0,65393.0
14830,Corning,11.0,19850,221.0,9160,8517,98300.0,51902.0
06518,Hamden,4.0,19848,1211.0,7465,7095,265200.0,74230.0
29706,Chester,16.0,19847,73.0,8803,7728,84200.0,30879.0
94703,Berkeley,2.0,19846,14852.0,9468,8732,592600.0,55554.0
44055,Lorain,3.0,19846,2990.0,8509,7378,77800.0,30792.0
07095,Woodbridge,2.0,19844,4812.0,7988,7626,283900.0,80235.0
97058,The Dalles,23.0,19838,57.0,8508,7858,182600.0,43435.0
42223,Fort Campbell,6.0,19837,1310.0,4218,3930,,40726.0
45224,Cincinnati,3.0,19837,3086.0,9679,8746,116100.0,44235.0
77037,Houston,2.0,19819,3179.0,5521,5122,84200.0,35518.0
34202,Bradenton,5.0,19816,834.0,9161,7752,323200.0,89756.0
92586,Sun City,2.0,19815,2806.0,10638,9623,139100.0,35935.0
17837,Lewisburg,7.0,19815,318.0,7047,6518,170800.0,48878.0
33547,Lithia,10.0,19813,138.0,6773,6237,237500.0,93838.0
95818,Sacramento,2.0,19811,5158.0,10143,9370,408500.0,57500.0
01945,Marblehead,4.0,19808,4516.0,8838,8144,565200.0,98399.0
28120,Mount Holly,6.0,19807,651.0,8354,7708,147700.0,50327.0
14526,Penfield,4.0,19804,1184.0,8308,8012,169000.0,77386.0
70714,Baker,6.0,19803,575.0,7631,7128,125500.0,44439.0
11747,Melville,3.0,19803,1505.0,7529,7221,619300.0,112699.0
36207,Anniston,9.0,19801,268.0,9372,8385,131600.0,44176.0
92274,Thermal,25.0,19801,111.0,5980,4926,43000.0,27305.0
20169,Haymarket,6.0,19801,614.0,6746,6502,467600.0,139508.0
73008,Bethany,2.0,19800,2540.0,9009,7955,108300.0,41882.0
18976,Warrington,3.0,19795,1827.0,7215,6969,370200.0,89817.0
34234,Sarasota,2.0,19788,2978.0,9939,8115,99800.0,30479.0
38863,Pontotoc,14.0,19788,70.0,8196,7352,87600.0,41305.0
91390,Santa Clarita,11.0,19786,138.0,6742,6369,472500.0,106190.0
10552,Mount Vernon,1.0,19786,11940.0,9509,8869,381800.0,64001.0
28739,Hendersonville,8.0,19786,295.0,11204,9013,224500.0,51163.0
83338,Jerome,23.0,19782,72.0,7067,6599,137500.0,40131.0
76208,Denton,6.0,19782,730.0,7594,6975,171100.0,70890.0
70582,Saint Martinville,19.0,19781,138.0,8003,7302,93100.0,37292.0
60194,Schaumburg,4.0,19777,5463.0,8476,7932,224000.0,73261.0
14214,Buffalo,2.0,19775,6922.0,9142,8013,117900.0,38698.0
13901,Binghamton,7.0,19773,852.0,9685,8797,108700.0,41344.0
82070,Laramie,36.0,19766,18.0,9169,8095,210400.0,49121.0
33541,Zephyrhills,5.0,19759,802.0,12695,8972,71200.0,39377.0
76009,Alvarado,9.0,19759,201.0,7397,6622,85800.0,51696.0
33440,Clewiston,20.0,19743,30.0,7583,6377,82300.0,35964.0
95949,Grass Valley,11.0,19741,141.0,8938,8188,343000.0,62224.0
06840,New Canaan,5.0,19738,889.0,7551,7010,1000001.0,161848.0
07751,Morganville,5.0,19736,1223.0,6318,6154,533100.0,138025.0
33971,Lehigh Acres,4.0,19730,1172.0,7986,6108,87600.0,48445.0
98383,Silverdale,5.0,19727,1098.0,8708,7977,297500.0,60635.0
79118,Amarillo,10.0,19726,116.0,7615,7011,139500.0,62323.0
28787,Weaverville,8.0,19718,248.0,9033,8142,194700.0,50230.0
05452,Essex Junction,6.0,19710,475.0,8193,7931,268800.0,76074.0
06067,Rocky Hill,4.0,19709,1465.0,8843,8307,269500.0,77560.0
32536,Crestview,15.0,19709,423.0,8585,7308,176100.0,56720.0
84720,Cedar City,30.0,19705,63.0,7752,6542,184700.0,43427.0
92865,Orange,1.0,19704,5384.0,6659,6342,441200.0,85057.0
48114,Brighton,6.0,19702,597.0,7758,7334,212100.0,83661.0
26201,Buckhannon,11.0,19701,110.0,8703,7792,102500.0,41432.0
67530,Great Bend,15.0,19699,80.0,8706,7890,81400.0,43352.0
40203,Louisville,2.0,19694,6696.0,11014,9173,84600.0,15535.0
78703,Austin,2.0,19690,3529.0,10425,9427,641200.0,80569.0
35205,Birmingham,2.0,19686,5429.0,12089,9806,143700.0,32131.0
98199,Seattle,3.0,19686,4714.0,9810,9098,606200.0,82882.0
39073,Florence,12.0,19685,123.0,7870,7273,120400.0,48713.0
43231,Columbus,2.0,19685,4578.0,8494,7874,128800.0,44962.0
15202,Pittsburgh,3.0,19685,4477.0,10448,9452,108000.0,43791.0
94503,American Canyon,6.0,19681,1519.0,6064,5736,330300.0,82746.0
44654,Millersburg,14.0,19679,125.0,6459,5948,156100.0,44866.0
85546,Safford,29.0,19677,29.0,7172,6105,119000.0,45662.0
76308,Wichita Falls,3.0,19677,2198.0,9348,8561,130900.0,46546.0
44511,Youngstown,2.0,19672,2648.0,9889,8644,85300.0,39966.0
75116,Duncanville,2.0,19669,3838.0,6932,6552,103000.0,53706.0
49783,Sault Sainte Marie,18.0,19668,130.0,9445,8254,95700.0,38118.0
12047,Cohoes,3.0,19664,2227.0,9738,8756,161600.0,47138.0
77006,Houston,1.0,19664,8720.0,13602,11809,327300.0,67458.0
37914,Knoxville,7.0,19663,494.0,9659,8276,110900.0,35843.0
15143,Sewickley,6.0,19660,534.0,8581,7968,270600.0,86084.0
28472,Whiteville,16.0,19658,108.0,8771,7755,86500.0,35472.0
19958,Lewes,7.0,19650,401.0,15089,9156,318300.0,54938.0
06905,Stamford,3.0,19649,3956.0,8097,7694,516900.0,99626.0
80132,Monument,9.0,19637,642.0,7115,6781,374700.0,107475.0
74804,Shawnee,11.0,19631,210.0,7958,7386,121100.0,44789.0
27518,Cary,3.0,19630,2040.0,8315,7705,365800.0,102038.0
89408,Fernley,19.0,19626,132.0,8074,7139,132600.0,53111.0
26501,Morgantown,8.0,19616,326.0,8905,8158,130900.0,42127.0
94706,Albany,0.9659090909090909,19615,13287.0,8429,7915,615600.0,81206.0
30728,La Fayette,13.0,19612,113.0,8621,7596,90100.0,38023.0
63042,Hazelwood,5.0,19602,1609.0,9347,8680,106400.0,42648.0
07650,Palisades Park,1.0,19601,15848.0,7356,6928,529800.0,60342.0
35214,Birmingham,5.0,19592,736.0,8912,7770,100600.0,43263.0
27591,Wendell,8.0,19589,295.0,7677,7103,137500.0,50998.0
02536,East Falmouth,5.0,19583,707.0,11956,8279,339900.0,61063.0
93263,Shafter,10.0,19582,216.0,5305,4936,131300.0,41448.0
48098,Troy,2.0,19582,2085.0,7440,7176,288200.0,113574.0
79706,Midland,18.0,19571,26.0,7135,6649,96400.0,58737.0
60093,Winnetka,3.0,19570,2299.0,7536,6944,862700.0,163719.0
07735,Keyport,3.0,19569,3821.0,7762,7355,266900.0,67832.0
00714,Arroyo,3.0,19566,1339.0,8871,7188,,
07950,Morris Plains,3.0,19564,2156.0,7681,7351,450600.0,104509.0
07461,Sussex,8.0,19563,232.0,8297,6848,296200.0,84470.0
66209,Leawood,2.0,19561,3168.0,8445,7926,346800.0,106054.0
44202,Aurora,5.0,19561,646.0,8056,7588,229500.0,79805.0
37615,Johnson City,6.0,19560,538.0,9155,8212,176200.0,50740.0
50125,Indianola,13.0,19556,119.0,7722,7220,163600.0,59072.0
25404,Martinsburg,6.0,19551,489.0,8584,7750,154500.0,47630.0
89011,Henderson,5.0,19550,1150.0,9592,7643,167200.0,55856.0
99403,Clarkston,14.0,19548,128.0,8840,8392,171100.0,42813.0
77011,Houston,2.0,19547,5477.0,6932,5940,80300.0,26838.0
77385,Conroe,5.0,19534,896.0,6887,6550,155800.0,82175.0
14051,East Amherst,4.0,19533,1196.0,7476,7157,239000.0,101660.0
47129,Clarksville,4.0,19527,2074.0,9043,8401,105000.0,41607.0
47710,Evansville,4.0,19527,2221.0,9349,8201,88400.0,36218.0
68845,Kearney,12.0,19523,175.0,7718,7381,164600.0,53642.0
33566,Plant City,5.0,19522,851.0,7278,6642,162200.0,57884.0
97015,Clackamas,3.0,19521,2216.0,8124,7617,272900.0,58954.0
80915,Colorado Springs,2.0,19519,2508.0,8066,7584,160200.0,51062.0
32967,Vero Beach,6.0,19518,468.0,9971,7752,178700.0,44667.0
49735,Gaylord,14.0,19515,78.0,11071,7811,120600.0,48102.0
29512,Bennettsville,16.0,19514,90.0,7730,6628,61900.0,29037.0
89706,Carson City,7.0,19510,616.0,8871,7940,125400.0,42955.0
10509,Brewster,6.0,19507,540.0,7457,6952,367700.0,90437.0
90254,Hermosa Beach,1.0,19506,13665.0,10162,9550,1000001.0,101655.0
02170,Quincy,1.0,19505,9364.0,8041,7764,353000.0,66917.0
93210,Coalinga,24.0,19504,25.0,4836,4317,148300.0,47088.0
33901,Fort Myers,2.0,19500,3042.0,11020,8476,127800.0,30756.0
32713,Debary,3.0,19491,943.0,9098,8164,156900.0,54098.0
30512,Blairsville,14.0,19490,88.0,12614,8291,201500.0,39269.0
23805,Petersburg,8.0,19490,266.0,8723,8048,160200.0,47366.0
35235,Birmingham,4.0,19484,1389.0,8613,7917,118000.0,49336.0
44147,Broadview Heights,3.0,19480,1479.0,8265,7722,214000.0,76021.0
06468,Monroe,5.0,19479,747.0,6918,6735,399000.0,103589.0
79045,Hereford,30.0,19473,16.0,7102,6369,80000.0,41975.0
27546,Lillington,11.0,19471,157.0,7449,6571,127100.0,40198.0
39204,Jackson,4.0,19468,1437.0,8242,6801,69200.0,25565.0
74107,Tulsa,4.0,19458,758.0,8947,7850,79800.0,36131.0
39565,Vancleave,12.0,19453,70.0,7588,6793,140900.0,54159.0
66046,Lawrence,7.0,19452,476.0,8669,7965,158100.0,44049.0
95841,Sacramento,2.0,19448,4771.0,8804,7957,171200.0,36967.0
08550,Princeton Junction,4.0,19445,1044.0,6720,6524,594200.0,169661.0
73130,Oklahoma City,2.0,19439,1953.0,8212,7729,123400.0,59262.0
63367,Lake Saint Louis,3.0,19433,1453.0,7958,7490,228600.0,84756.0
77545,Fresno,3.0,19431,1595.0,6125,5749,135700.0,67970.0
35055,Cullman,9.0,19427,303.0,8991,8027,109800.0,35726.0
53589,Stoughton,9.0,19427,231.0,8422,7846,214500.0,65586.0
53005,Brookfield,4.0,19425,1333.0,7876,7519,266300.0,85288.0
46012,Anderson,6.0,19414,598.0,8805,7820,100100.0,47044.0
33137,Miami,2.0,19410,9586.0,10825,8731,234900.0,48959.0
78222,San Antonio,4.0,19408,887.0,7351,6550,97600.0,46000.0
82501,Riverton,35.0,19408,21.0,7991,7359,172000.0,48161.0
07407,Elmwood Park,2.0,19403,7328.0,7385,7032,372500.0,62457.0
58703,Minot,14.0,19396,121.0,8278,7912,164800.0,60273.0
76126,Fort Worth,7.0,19395,305.0,8414,7884,142900.0,76330.0
06105,Hartford,2.0,19392,8262.0,11179,9832,286200.0,30657.0
45205,Cincinnati,2.0,19389,6687.0,9350,7210,69700.0,29097.0
02863,Central Falls,0.9659090909090909,19385,16139.0,7484,6531,167600.0,27993.0
92264,Palm Springs,9.0,19383,371.0,17140,10677,245700.0,43246.0
48532,Flint,5.0,19375,1266.0,9221,8215,89900.0,39197.0
55305,Hopkins,3.0,19368,2080.0,10009,9241,285600.0,66298.0
78382,Rockport,27.0,19364,192.0,13152,8218,140500.0,45732.0
30312,Atlanta,2.0,19360,5774.0,12007,10031,189400.0,39105.0
54452,Merrill,22.0,19360,44.0,9099,7979,120900.0,50827.0
44505,Youngstown,5.0,19357,1106.0,8800,7127,77700.0,29777.0
18235,Lehighton,11.0,19353,244.0,8489,7713,169300.0,51865.0
78633,Georgetown,9.0,19349,235.0,9428,8943,228200.0,74986.0
28712,Brevard,10.0,19347,154.0,10759,8512,173200.0,40732.0
40047,Mount Washington,6.0,19345,652.0,7642,7255,162900.0,62323.0
32548,Fort Walton Beach,10.0,19343,1488.0,12276,8683,156300.0,47506.0
11415,Kew Gardens,0.9659090909090909,19341,34042.0,9206,8614,289800.0,63549.0
55410,Minneapolis,2.0,19340,6498.0,8998,8535,337300.0,92462.0
40330,Harrodsburg,14.0,19334,87.0,9023,7853,127600.0,44504.0
24503,Lynchburg,7.0,19331,462.0,8724,8008,236100.0,66161.0
92106,San Diego,2.0,19330,3426.0,8322,7807,834800.0,82075.0
29341,Gaffney,9.0,19330,206.0,8277,7571,106400.0,39334.0
22655,Stephens City,6.0,19328,549.0,7559,7070,224400.0,76113.0
71037,Haughton,15.0,19325,176.0,7874,7224,144900.0,64447.0
18603,Berwick,9.0,19320,375.0,9021,8215,115400.0,42966.0
89118,Las Vegas,2.0,19318,1825.0,10020,8280,153400.0,51250.0
85013,Phoenix,2.0,19314,5195.0,10943,9168,181900.0,43576.0
46808,Fort Wayne,3.0,19309,1803.0,9150,7964,77100.0,39452.0
42025,Benton,13.0,19305,97.0,9307,8022,105900.0,42310.0
00782,Comerio,4.0,19304,725.0,7535,6620,,
08232,Pleasantville,3.0,19292,3262.0,6791,6234,156400.0,37330.0
94127,San Francisco,1.0,19289,10895.0,7801,7511,916900.0,131351.0
28278,Charlotte,7.0,19283,677.0,7858,7048,199200.0,76566.0
79015,Canyon,19.0,19277,50.0,8048,7360,159200.0,51951.0
15425,Connellsville,7.0,19270,346.0,8885,8151,83800.0,38381.0
15801,Du Bois,9.0,19270,298.0,9247,8078,107200.0,44277.0
31326,Rincon,8.0,19269,275.0,7509,6789,171500.0,67723.0
61104,Rockford,2.0,19269,4272.0,9013,7489,71800.0,23088.0
33434,Boca Raton,2.0,19260,2896.0,13364,9926,192600.0,48713.0
70611,Lake Charles,7.0,19256,235.0,7533,6937,164100.0,65534.0
83442,Rigby,13.0,19250,208.0,6274,5942,168100.0,54145.0
94089,Sunnyvale,2.0,19245,3212.0,7530,7270,168300.0,85769.0
93444,Nipomo,8.0,19244,279.0,7201,6559,390200.0,61751.0
22551,Spotsylvania,14.0,19242,111.0,7274,6666,229600.0,68313.0
43311,Bellefontaine,10.0,19240,189.0,8440,7612,120100.0,46706.0
06401,Ansonia,2.0,19237,3203.0,8142,7504,232900.0,45505.0
46016,Anderson,3.0,19225,3020.0,10004,7661,45200.0,22964.0
53593,Verona,9.0,19225,267.0,7858,7421,294100.0,90738.0
55317,Chanhassen,3.0,19218,1534.0,7366,7086,310400.0,102759.0
47834,Brazil,10.0,19215,128.0,8469,7548,93700.0,45352.0
44113,Cleveland,3.0,19213,5018.0,10479,8657,106100.0,32682.0
43611,Toledo,3.0,19207,2760.0,9003,7966,88700.0,41233.0
19963,Milford,10.0,19206,180.0,8507,7517,209200.0,52766.0
70526,Crowley,13.0,19206,154.0,8101,7178,90000.0,34447.0
21286,Towson,3.0,19206,2255.0,8594,8164,306100.0,68682.0
76541,Killeen,2.0,19206,4042.0,10246,8190,69300.0,28946.0
97914,Ontario,18.0,19205,75.0,6620,6067,134400.0,31478.0
13205,Syracuse,3.0,19201,5566.0,8693,7656,78100.0,31501.0
44142,Brookpark,4.0,19201,2513.0,8167,7795,117700.0,49010.0
53190,Whitewater,10.0,19200,143.0,7469,6615,189800.0,41859.0
99212,Spokane,5.0,19197,1581.0,8700,8139,157000.0,52161.0
29379,Union,14.0,19186,75.0,9378,7965,76100.0,35121.0
44149,Strongsville,4.0,19177,1717.0,7683,7407,193000.0,82540.0
79934,El Paso,9.0,19174,324.0,6728,6298,137400.0,61951.0
33573,Sun City Center,5.0,19172,1087.0,13836,11489,130200.0,41667.0
08052,Maple Shade,2.0,19172,5008.0,9201,8540,198800.0,58545.0
53094,Watertown,11.0,19169,214.0,7584,7173,168200.0,48951.0
11428,Queens Village,0.9659090909090909,19168,23021.0,5780,5540,407700.0,69330.0
93630,Kerman,11.0,19162,123.0,5642,5270,171100.0,48115.0
33711,Saint Petersburg,2.0,19162,4019.0,8995,7248,125600.0,36154.0
44017,Berea,2.0,19161,3083.0,7986,7496,128000.0,56199.0
85028,Phoenix,3.0,19157,1911.0,8705,8143,284800.0,85058.0
66203,Shawnee,2.0,19156,3050.0,8754,8230,154500.0,52977.0
33405,West Palm Beach,2.0,19155,4258.0,8606,7422,180100.0,43311.0
11501,Mineola,1.0,19148,9344.0,7841,7536,440000.0,79013.0
07928,Chatham,3.0,19144,2216.0,7229,6886,724000.0,142703.0
40962,Manchester,17.0,19143,52.0,7610,6723,58000.0,22324.0
29036,Chapin,7.0,19140,354.0,8296,7262,267100.0,78522.0
78132,New Braunfels,12.0,19139,103.0,7581,6903,261600.0,82917.0
90814,Long Beach,2.0,19131,14122.0,9808,9170,612400.0,55415.0
49058,Hastings,12.0,19127,130.0,8316,7329,111000.0,46777.0
57078,Yankton,12.0,19121,171.0,8204,7519,130900.0,50660.0
37321,Dayton,11.0,19113,169.0,8017,7176,98300.0,34046.0
54937,Fond Du Lac,13.0,19112,167.0,7949,7416,170200.0,59556.0
13790,Johnson City,6.0,19104,660.0,9152,8355,88600.0,39518.0
33472,Boynton Beach,4.0,19100,1479.0,8988,8180,244200.0,63419.0
33603,Tampa,1.0,19100,4618.0,8992,7721,134100.0,34565.0
62401,Effingham,10.0,19096,183.0,8564,7870,120500.0,50363.0
82007,Cheyenne,26.0,19096,97.0,8194,7593,116500.0,43424.0
02459,Newton Center,3.0,19095,3815.0,6763,6501,803000.0,133801.0
36507,Bay Minette,21.0,19090,57.0,7889,6968,108700.0,39539.0
36066,Prattville,5.0,19089,961.0,7759,7348,163300.0,63828.0
10302,Staten Island,3.0,19088,15982.0,6427,6002,382000.0,56841.0
85648,Rio Rico,17.0,19080,121.0,6417,5672,134100.0,47677.0
01606,Worcester,3.0,19077,3217.0,8449,7943,216500.0,66912.0
89146,Las Vegas,2.0,19071,3980.0,8105,7247,220200.0,43003.0
34480,Ocala,7.0,19068,565.0,8040,6968,157300.0,50296.0
79407,Lubbock,11.0,19068,269.0,8480,7667,93600.0,40221.0
19027,Elkins Park,2.0,19067,4824.0,8422,7942,284600.0,69793.0
01749,Hudson,5.0,19063,1655.0,7998,7528,295800.0,71971.0
17745,Lock Haven,21.0,19063,88.0,8305,7118,116300.0,36547.0
43812,Coshocton,13.0,19061,118.0,8951,8039,90500.0,36449.0
53149,Mukwonago,8.0,19057,325.0,7442,6992,268800.0,78876.0
20895,Kensington,2.0,19054,4694.0,7475,7165,554500.0,122896.0
61802,Urbana,10.0,19052,230.0,9223,8345,120700.0,43767.0
22206,Arlington,2.0,19051,9303.0,10689,10024,406000.0,98985.0
43952,Steubenville,5.0,19050,737.0,9004,7673,84700.0,32045.0
60513,Brookfield,2.0,19047,6034.0,7816,7452,240100.0,72653.0
53121,Elkhorn,9.0,19045,165.0,8442,7193,190200.0,57909.0
14218,Buffalo,4.0,19039,2323.0,9443,8593,85900.0,36362.0
60104,Bellwood,1.0,19038,8088.0,6612,6153,140200.0,50244.0
92082,Valley Center,12.0,19037,155.0,6711,6209,439800.0,81835.0
85749,Tucson,13.0,19032,317.0,8348,7686,366200.0,84151.0
02766,Norton,6.0,19031,684.0,6741,6416,304600.0,81069.0
98177,Seattle,4.0,19030,3341.0,8078,7713,478600.0,95648.0
92029,Escondido,5.0,19021,804.0,7364,7057,486900.0,71628.0
32803,Orlando,2.0,19020,2741.0,10684,9657,209100.0,53101.0
99701,Fairbanks,46.0,19019,4.0,9032,7824,183100.0,50585.0
08110,Pennsauken,4.0,19008,2963.0,6429,6110,151400.0,49747.0
85310,Glendale,3.0,19007,2085.0,7026,6637,215700.0,86660.0
80921,Colorado Springs,7.0,18999,218.0,6960,6581,371900.0,101138.0
33936,Lehigh Acres,3.0,18994,961.0,10489,8093,69200.0,36845.0
90015,Los Angeles,1.0,18986,11100.0,8245,7420,429100.0,27393.0
32444,Lynn Haven,3.0,18985,2021.0,8359,7596,183900.0,61233.0
19605,Reading,4.0,18985,1134.0,7949,7606,154400.0,58033.0
75142,Kaufman,15.0,18982,109.0,7019,6313,110700.0,53809.0
31030,Fort Valley,13.0,18977,109.0,7315,6507,92000.0,33116.0
74129,Tulsa,3.0,18976,4554.0,7935,7250,99200.0,39163.0
44830,Fostoria,9.0,18962,159.0,8618,7612,81200.0,40328.0
11754,Kings Park,3.0,18958,2585.0,6975,6711,424300.0,98226.0
24523,Bedford,18.0,18952,84.0,8760,7865,160100.0,42685.0
35806,Huntsville,5.0,18951,814.0,9171,8517,209400.0,69644.0
11733,East Setauket,4.0,18949,1600.0,6326,6076,518400.0,141233.0
31069,Perry,9.0,18948,196.0,7967,7226,138000.0,51739.0
45405,Dayton,2.0,18948,4839.0,11797,8316,66600.0,27521.0
77019,Houston,3.0,18944,5382.0,10980,9955,378700.0,87394.0
45822,Celina,12.0,18943,116.0,9392,7725,121600.0,46650.0
00638,Ciales,8.0,18941,287.0,7805,6558,,
42103,Bowling Green,7.0,18936,267.0,8153,7664,173600.0,59942.0
60124,Elgin,6.0,18935,495.0,6987,6603,289400.0,102059.0
15120,Homestead,2.0,18931,4051.0,9821,8612,79000.0,41453.0
33323,Fort Lauderdale,3.0,18929,2869.0,7417,6494,220400.0,75945.0
48837,Grand Ledge,7.0,18926,238.0,8050,7550,159200.0,65663.0
85607,Douglas,26.0,18925,23.0,7159,6215,87000.0,28125.0
53022,Germantown,4.0,18920,678.0,7746,7435,240900.0,74646.0
52241,Coralville,3.0,18911,1592.0,8310,7763,186100.0,56862.0
93560,Rosamond,19.0,18910,119.0,7367,6469,124100.0,59142.0
44709,Canton,2.0,18905,3285.0,9195,8186,116800.0,42849.0
97034,Lake Oswego,3.0,18905,2573.0,8422,7855,557800.0,99492.0
91506,Burbank,2.0,18904,7726.0,7927,7555,520200.0,71914.0
27101,Winston Salem,4.0,18901,1481.0,9666,8320,118700.0,24350.0
37069,Franklin,6.0,18899,511.0,6709,6465,366700.0,110798.0
98264,Lynden,8.0,18893,331.0,7254,6889,279000.0,57026.0
20646,La Plata,11.0,18890,229.0,7015,6662,350300.0,104971.0
95138,San Jose,5.0,18889,725.0,5891,5705,714400.0,143261.0
35022,Bessemer,8.0,18888,288.0,8017,7378,160500.0,57765.0
11360,Bayside,1.0,18884,13251.0,9308,8758,524000.0,76183.0
70002,Metairie,1.0,18879,5866.0,9411,8328,256400.0,52132.0
17225,Greencastle,8.0,18879,232.0,7495,7099,208500.0,60278.0
70592,Youngsville,6.0,18878,454.0,7132,6779,189100.0,82115.0
40206,Louisville,3.0,18865,3304.0,10357,9488,166700.0,43036.0
75137,Duncanville,2.0,18861,3095.0,7082,6731,126000.0,58895.0
92108,San Diego,4.0,18858,4402.0,11601,10463,285000.0,63098.0
80751,Sterling,20.0,18857,40.0,7113,6466,120700.0,38946.0
37766,La Follette,13.0,18850,123.0,9678,7636,88600.0,29266.0
33167,Miami,2.0,18846,4547.0,6292,5746,119800.0,36942.0
23692,Yorktown,5.0,18846,826.0,7824,7418,307300.0,81387.0
80203,Denver,1.0,18839,17556.0,14896,13654,233000.0,41999.0
15644,Jeannette,5.0,18836,853.0,9046,8163,112300.0,47939.0
66204,Overland Park,2.0,18832,3810.0,9423,8732,139000.0,52761.0
19090,Willow Grove,2.0,18832,3505.0,7756,7428,252200.0,66857.0
29053,Gaston,9.0,18830,232.0,7574,6678,70600.0,36264.0
98408,Tacoma,2.0,18830,5569.0,7656,7072,176200.0,49535.0
44314,Akron,2.0,18825,4316.0,8882,7769,69400.0,34268.0
28704,Arden,6.0,18821,571.0,8636,7777,198800.0,60077.0
32217,Jacksonville,2.0,18817,3564.0,9239,8270,188300.0,46157.0
08872,Sayreville,4.0,18811,2103.0,7269,6920,312100.0,72956.0
79110,Amarillo,3.0,18811,3363.0,7453,7097,102800.0,47834.0
38555,Crossville,10.0,18809,194.0,8922,7779,144400.0,35403.0
36203,Oxford,8.0,18799,491.0,7774,7113,125300.0,49490.0
19947,Georgetown,10.0,18799,157.0,6408,5746,205400.0,50329.0
07506,Hawthorne,2.0,18791,5636.0,7756,7454,375000.0,79203.0
46818,Fort Wayne,7.0,18790,284.0,7492,7066,127100.0,55848.0
12477,Saugerties,9.0,18787,285.0,8842,7905,220400.0,60862.0
06107,West Hartford,2.0,18786,2879.0,7846,7554,354400.0,107972.0
49002,Portage,5.0,18786,1064.0,8724,7972,130200.0,44526.0
98053,Redmond,6.0,18784,662.0,7652,7108,544500.0,116518.0
36870,Phenix City,6.0,18783,773.0,7561,6953,129400.0,60009.0
46733,Decatur,11.0,18777,109.0,7937,7308,114900.0,49288.0
14760,Olean,8.0,18775,296.0,9266,8358,74500.0,41807.0
44705,Canton,3.0,18772,2289.0,8145,7179,70700.0,31549.0
13903,Binghamton,5.0,18763,474.0,8613,7997,99400.0,44267.0
44333,Akron,5.0,18763,674.0,8073,7552,228300.0,77530.0
04074,Scarborough,8.0,18760,394.0,8514,7411,308100.0,77034.0
41101,Ashland,4.0,18758,1943.0,9052,8035,90100.0,34959.0
32609,Gainesville,9.0,18756,167.0,8186,7195,103100.0,33504.0
84780,Washington,8.0,18756,511.0,7540,6119,217500.0,47686.0
36869,Phenix City,10.0,18751,251.0,8372,7208,100000.0,32202.0
29307,Spartanburg,6.0,18751,416.0,9252,8345,134900.0,43672.0
82716,Gillette,40.0,18747,17.0,8069,7246,173900.0,71715.0
08085,Swedesboro,7.0,18737,406.0,6374,6104,283400.0,98854.0
36606,Mobile,2.0,18733,2857.0,8918,7927,103600.0,37447.0
32024,Lake City,11.0,18733,131.0,7828,7140,117500.0,39300.0
46240,Indianapolis,3.0,18731,1915.0,10194,9280,200400.0,53699.0
95110,San Jose,3.0,18730,4014.0,6339,5723,386200.0,63184.0
38108,Memphis,4.0,18729,2674.0,8463,6828,46700.0,22497.0
07503,Paterson,1.0,18723,12085.0,6030,5647,280900.0,36257.0
96814,Honolulu,0.9090909090909091,18721,15032.0,11187,9745,452000.0,54085.0
23704,Portsmouth,2.0,18716,3699.0,8682,7464,160300.0,34072.0
33432,Boca Raton,2.0,18715,3904.0,12849,9519,446300.0,55150.0
89144,Las Vegas,2.0,18714,4768.0,8205,7218,233800.0,73492.0
38829,Booneville,16.0,18707,70.0,8071,7184,77000.0,33953.0
98310,Bremerton,2.0,18703,3137.0,9061,8252,214900.0,47817.0
49301,Ada,9.0,18701,330.0,6503,6226,275200.0,118761.0
55129,Saint Paul,4.0,18697,956.0,6700,6400,314300.0,107649.0
55446,Minneapolis,3.0,18695,1842.0,7757,7380,321500.0,103035.0
27539,Apex,8.0,18692,593.0,7020,6650,240700.0,82524.0
31750,Fitzgerald,14.0,18687,66.0,8382,7217,81500.0,29934.0
72801,Russellville,3.0,18685,2298.0,7479,6908,108700.0,29820.0
77056,Houston,2.0,18673,5397.0,12270,10372,555700.0,93069.0
07746,Marlboro,3.0,18666,1430.0,6262,6086,495900.0,140759.0
63104,Saint Louis,2.0,18656,5399.0,10840,9069,192700.0,45498.0
