zipcode,population,radius_in_miles,population_density,percent_occupied_units,median_home_value,median_household_income,kmeans_labels
71303,21015,6.0,318.0,0.9288029507097351,166600.0,48356.0,0
30291,21010,3.0,1722.0,0.8588944305901912,103400.0,36355.0,0
47546,21009,10.0,170.0,0.9244712990936556,135500.0,55549.0,0
37091,21005,14.0,101.0,0.8988751774598668,98600.0,37174.0,0
2910,21000,2.0,6102.0,0.9245742092457421,191600.0,55893.0,0
64083,20995,4.0,733.0,0.9402001464486209,174500.0,72221.0,1
46135,20992,12.0,126.0,0.8695416327637646,129000.0,46754.0,0
98022,20987,28.0,52.0,0.903802157097723,300800.0,66295.0,1
98292,20987,10.0,282.0,0.904203212210958,300900.0,72457.0,1
65810,20984,3.0,1756.0,0.941859142109455,189400.0,66418.0,1
33811,20980,4.0,754.0,0.9138267355134825,148000.0,55000.0,0
48036,20980,4.0,2521.0,0.9120901227117281,100800.0,45573.0,0
70785,20979,8.0,218.0,0.9449369459358222,153800.0,61977.0,0
29360,20977,11.0,145.0,0.8697767904368984,88000.0,33056.0,0
72802,20973,14.0,156.0,0.9300625073711523,128900.0,48433.0,0
18902,20973,6.0,754.0,0.9658397722651484,467500.0,113606.0,1
92501,20970,2.0,3678.0,0.8968025250446,186800.0,48234.0,0
77586,20970,3.0,1615.0,0.8753030462738485,190100.0,86786.0,1
33496,20969,3.0,2256.0,0.8462498885222509,339900.0,83138.0,1
17104,20962,2.0,7809.0,0.874242597461987,79600.0,30726.0,0
66030,20961,7.0,442.0,0.9079497907949791,163300.0,68602.0,0
84721,20961,14.0,83.0,0.8690172945435045,156400.0,42334.0,0
29506,20960,10.0,165.0,0.8781976061957287,94000.0,31180.0,0
97070,20957,6.0,1098.0,0.9258647279136374,361200.0,58662.0,1
3833,20955,7.0,432.0,0.9471619750807568,291800.0,81413.0,1
44446,20955,5.0,1549.0,0.8966121495327103,81600.0,37428.0,0
37412,20951,4.0,2398.0,0.909994211846421,117000.0,38998.0,0
66208,20945,2.0,3223.0,0.9529134181370538,213000.0,83860.0,1
93203,20938,21.0,98.0,0.9265908637542389,99400.0,33147.0,0
73501,20935,10.0,178.0,0.842467298150654,84000.0,37371.0,0
37862,20934,10.0,249.0,0.6429763349514563,174400.0,35895.0,2
60045,20925,4.0,989.0,0.9092953523238381,809700.0,150406.0,1
39194,20925,18.0,46.0,0.8747875354107649,64400.0,24798.0,0
29690,20914,12.0,198.0,0.8937417733636472,138500.0,46409.0,0
37865,20912,8.0,296.0,0.9288268543084555,156300.0,53671.0,0
47265,20911,11.0,109.0,0.8778874187037452,87600.0,41572.0,0
64052,20911,2.0,3211.0,0.8893982249097825,82500.0,35954.0,0
75225,20892,1.0,4429.0,0.9024210526315789,824100.0,147153.0,1
43078,20885,10.0,137.0,0.9075979855485001,121600.0,44259.0,0
7522,20883,1.0,25449.0,0.9034848702136813,252100.0,26866.0,0
35633,20877,11.0,100.0,0.9139560439560439,124900.0,45877.0,0
43616,20873,5.0,521.0,0.9361512791991101,133800.0,55451.0,0
29532,20871,13.0,201.0,0.8847461344445663,82000.0,31049.0,0
41071,20869,4.0,3851.0,0.8839214113873296,106500.0,41054.0,0
80110,20867,3.0,3298.0,0.9254455341136771,186700.0,41793.0,0
41015,20864,7.0,820.0,0.9172537179917254,115100.0,50105.0,0
34476,20862,4.0,560.0,0.8931927133269415,130600.0,45149.0,0
14228,20857,4.0,1315.0,0.9669992325402916,158100.0,47801.0,0
33782,20850,3.0,3873.0,0.893589869441445,117700.0,48615.0,0
91501,20849,2.0,5255.0,0.9480773658761225,599100.0,56740.0,1
11581,20844,2.0,7739.0,0.9660247592847317,419000.0,98113.0,1
34677,20842,4.0,2101.0,0.8809161852640114,174600.0,58920.0,0
79065,20840,33.0,43.0,0.8367280606717227,69300.0,43921.0,0
30601,20835,4.0,883.0,0.8554541683948569,112300.0,20884.0,0
47240,20832,14.0,70.0,0.8900426276095749,115200.0,48261.0,0
33928,20830,10.0,289.0,0.6315151515151515,225900.0,59383.0,2
35950,20826,7.0,467.0,0.9145666871542717,108700.0,34274.0,0
33542,20824,2.0,1995.0,0.7467428571428572,75500.0,32174.0,0
29403,20818,2.0,3897.0,0.8527458134530826,298000.0,27108.0,1
35010,20816,17.0,96.0,0.822353740176579,90800.0,37380.0,0
46311,20816,6.0,1536.0,0.9742599742599742,199900.0,76034.0,1
55038,20816,8.0,420.0,0.9657165375016419,238500.0,83624.0,1
48169,20813,9.0,361.0,0.8750840241989694,187500.0,73476.0,0
73020,20810,7.0,344.0,0.9468357517375929,151900.0,67088.0,0
5701,20802,9.0,357.0,0.904548553618389,170300.0,42981.0,0
53029,20799,7.0,560.0,0.9358444714459295,333400.0,87798.0,1
17015,20798,11.0,183.0,0.9538407739829817,193900.0,69937.0,1
83647,20789,40.0,14.0,0.8505698607007176,137500.0,44940.0,0
20716,20787,3.0,1802.0,0.9548943204628646,283000.0,96409.0,1
38133,20787,3.0,1642.0,0.9530522503879979,137000.0,63184.0,0
24701,20786,17.0,323.0,0.8770674146435825,67400.0,32646.0,0
49017,20785,9.0,375.0,0.8769609350968932,100900.0,43643.0,0
49445,20784,9.0,341.0,0.9128616636528029,122600.0,54656.0,0
40353,20779,11.0,149.0,0.8984044285249104,122700.0,38715.0,0
33903,20776,6.0,1655.0,0.7156013370625555,63400.0,36193.0,0
63115,20775,2.0,4866.0,0.7401243759306297,63300.0,26183.0,0
92344,20769,5.0,539.0,0.8981467061205419,200700.0,65339.0,1
44001,20769,6.0,605.0,0.9493685687558466,152400.0,63722.0,0
8015,20763,6.0,435.0,0.9365555139253153,179000.0,62002.0,0
29340,20763,12.0,127.0,0.88374406011714,74100.0,30230.0,0
34110,20762,3.0,1331.0,0.6648768988999476,304000.0,66935.0,2
33570,20758,6.0,527.0,0.7909733550842849,114000.0,42168.0,0
3867,20758,7.0,695.0,0.9214919695688927,180900.0,46704.0,0
22406,20757,9.0,286.0,0.9443794671864847,317000.0,84980.0,1
98102,20756,2.0,15829.0,0.9120302330463993,406000.0,65054.0,1
70706,20752,8.0,403.0,0.9488521949254933,164800.0,67098.0,0
14206,20751,3.0,4282.0,0.867524115755627,63900.0,34293.0,0
84108,20738,7.0,301.0,0.9327217125382263,387500.0,85690.0,1
49401,20735,5.0,808.0,0.9576474622770919,159000.0,43889.0,0
45440,20734,3.0,2202.0,0.9309601969634796,162100.0,58920.0,0
6820,20732,4.0,1638.0,0.9468476109697483,1000001.0,205688.0,1
85737,20727,3.0,859.0,0.8968130385134434,286100.0,82754.0,1
79764,20725,7.0,356.0,0.9146815121698602,62500.0,50556.0,0
77012,20719,2.0,5275.0,0.8680955120828538,82600.0,34975.0,0
98075,20715,5.0,2185.0,0.9611705924339757,614100.0,142926.0,1
98109,20715,2.0,10361.0,0.8930677405436502,451400.0,77034.0,1
63020,20714,12.0,146.0,0.9057040379497859,122200.0,44640.0,0
28786,20714,10.0,278.0,0.7931604594500522,154000.0,42419.0,0
25705,20711,5.0,1731.0,0.9185964912280702,114900.0,42835.0,0
12208,20702,3.0,4936.0,0.9319688109161793,196600.0,58825.0,0
33950,20699,4.0,923.0,0.7167894162575014,240000.0,51136.0,0
98126,20698,4.0,6732.0,0.9372768995410505,358100.0,66408.0,1
76115,20696,2.0,4440.0,0.9123397435897436,65100.0,27806.0,0
20737,20684,2.0,4995.0,0.9246828328247952,227900.0,59427.0,1
